date,category_code,category_id,predicted_demand,cumulative_forecast,alert
2019-12-01,accessories.wallet,2053013566243472379,21.87425685425562,21.87425685425562,Overstock Risk
2019-12-02,accessories.wallet,2053013566243472379,13.248604405549631,35.12286125980525,Stable
2019-12-03,accessories.wallet,2053013566243472379,11.276180838140174,46.399042097945426,Stable
2019-12-04,accessories.wallet,2053013566243472379,12.60920556803185,59.00824766597728,Stable
2019-12-05,accessories.wallet,2053013566243472379,14.608906289762077,73.61715395573935,Stable
2019-12-06,accessories.wallet,2053013566243472379,12.372447541592798,85.98960149733216,Stable
2019-12-07,accessories.wallet,2053013566243472379,10.719206850242617,96.70880834757477,Stable
2019-12-08,accessories.wallet,2053013566243472379,22.373986085011907,119.08279443258668,Overstock Risk
2019-12-09,accessories.wallet,2053013566243472379,13.748333636291436,132.83112806887812,Stable
2019-12-10,accessories.wallet,2053013566243472379,11.775910068890123,144.60703813776823,Stable
2019-12-11,accessories.wallet,2053013566243472379,13.10893479876453,157.71597293653275,Stable
2019-12-12,accessories.wallet,2053013566243472379,15.108635520510067,172.8246084570428,Overstock Risk
2019-12-13,accessories.wallet,2053013566243472379,12.872176772363073,185.6967852294059,Stable
2019-12-14,accessories.wallet,2053013566243472379,11.218936081000383,196.91572131040627,Stable
2019-12-15,accessories.wallet,2053013566243472379,22.873715315767935,219.7894366261742,Overstock Risk
2019-12-16,accessories.wallet,2053013566243472379,14.248062867049729,234.03749949322392,Stable
2019-12-17,accessories.wallet,2053013566243472379,12.275639299657684,246.3131387928816,Stable
2019-12-18,accessories.wallet,2053013566243472379,13.608664029527183,259.9218028224088,Stable
2019-12-19,accessories.wallet,2053013566243472379,15.608364751276712,275.5301675736855,Overstock Risk
2019-12-20,accessories.wallet,2053013566243472379,13.371906003103543,288.90207357678906,Stable
2019-12-21,accessories.wallet,2053013566243472379,11.718665311720603,300.62073888850966,Stable
2019-12-22,accessories.wallet,2053013566243472379,23.37344454651904,323.99418343502873,Overstock Risk
2019-12-23,accessories.wallet,2053013566243472379,14.747792097799966,338.7419755328287,Stable
2019-12-24,accessories.wallet,2053013566243472379,12.77536853039257,351.51734406322123,Stable
2019-12-25,accessories.wallet,2053013566243472379,14.108393260289837,365.6257373235111,Stable
2019-12-26,accessories.wallet,2053013566243472379,16.108093982011738,381.7338313055228,Overstock Risk
2019-12-27,accessories.wallet,2053013566243472379,13.871635233844014,395.60546653936683,Stable
2019-12-28,accessories.wallet,2053013566243472379,12.218394542501239,407.8238610818681,Stable
2019-12-29,accessories.wallet,2053013566243472379,23.87317377727519,431.6970348591433,Overstock Risk
2019-12-30,accessories.wallet,2053013566243472379,15.247521328558257,446.94455618770155,Overstock Risk
2019-12-31,accessories.wallet,2053013566243472379,13.275097761157582,460.2196539488591,Stable
