k,inertia,silhouette,inertia_pct_drop
2,211096.3388627716,0.2727604293563898,
3,182040.36190357586,0.1925340764989438,13.764320648916751
4,162635.28176835168,0.18393183752379072,10.65976793954232
5,147032.32029591317,0.18513981670720456,9.593835545882634
6,134697.75489146102,0.18732999497078107,8.389016360231505
7,125772.31096214883,0.18714399143561505,6.626275201471832
8,118363.3874820509,0.1786481704776767,5.8907429015339074
